timestamp,nt_circular,tai_lam,period,slot
2025-06-27 06:00:00,59251,2233,after,offpeak
2025-06-27 07:00:00,96424,4180,after,offpeak
2025-06-27 08:00:00,103377,4726,after,peak
2025-06-27 09:00:00,118283,5387,after,peak
2025-06-27 10:00:00,71230,3252,after,offpeak
2025-06-27 11:00:00,96366,4231,after,offpeak
2025-06-27 12:00:00,99908,4139,after,offpeak
2025-06-27 13:00:00,96542,4171,after,offpeak
2025-06-27 14:00:00,106915,4728,after,offpeak
2025-06-27 15:00:00,111954,4707,after,offpeak
2025-06-27 16:00:00,103113,4338,after,offpeak
2025-06-27 17:00:00,132360,5585,after,offpeak
2025-06-27 18:00:00,120904,5021,after,peak
2025-06-27 19:00:00,89704,3577,after,peak
2025-06-27 20:00:00,107136,4038,after,offpeak
2025-06-27 21:00:00,86490,3280,after,offpeak
2025-06-27 22:00:00,92287,3547,after,offpeak
2025-06-27 23:00:00,81938,3227,after,offpeak
2025-06-28 00:00:00,46461,1735,after,offpeak
2025-06-28 01:00:00,37481,1583,after,offpeak
2025-06-28 02:00:00,23773,963,after,offpeak
2025-06-28 03:00:00,20038,811,after,offpeak
2025-06-28 04:00:00,19167,770,after,offpeak
2025-06-28 05:00:00,27668,1000,after,offpeak
2025-06-28 06:00:00,67006,2595,after,offpeak
2025-06-28 07:00:00,95716,4222,after,offpeak
2025-06-28 08:00:00,104466,4697,after,peak
2025-06-28 09:00:00,106545,4865,after,peak
2025-06-28 10:00:00,95607,4309,after,offpeak
2025-06-28 11:00:00,109586,4803,after,offpeak
2025-06-28 12:00:00,129324,5251,after,offpeak
2025-06-28 13:00:00,131908,5883,after,offpeak
2025-06-28 14:00:00,135330,5803,after,offpeak
2025-06-28 15:00:00,115493,4963,after,offpeak
2025-06-28 16:00:00,118412,4879,after,offpeak
2025-06-28 17:00:00,143714,6025,after,offpeak
2025-06-28 18:00:00,127631,5149,after,peak
2025-06-28 19:00:00,89891,3532,after,peak
2025-06-28 20:00:00,85470,3226,after,offpeak
2025-06-28 21:00:00,102711,4108,after,offpeak
2025-06-28 22:00:00,99327,3967,after,offpeak
2025-06-28 23:00:00,77964,3094,after,offpeak
2025-06-29 00:00:00,46701,1752,after,offpeak
2025-06-29 01:00:00,31508,1220,after,offpeak
2025-06-29 02:00:00,22448,895,after,offpeak
2025-06-29 03:00:00,18565,691,after,offpeak
2025-06-29 04:00:00,17350,654,after,offpeak
2025-06-29 05:00:00,17989,683,after,offpeak
2025-06-29 06:00:00,26229,980,after,offpeak
2025-06-29 07:00:00,45073,1887,after,offpeak
2025-06-29 08:00:00,66458,3077,after,peak
2025-06-29 09:00:00,68487,3057,after,peak
2025-06-29 10:00:00,86132,3665,after,offpeak
2025-06-29 11:00:00,82946,3624,after,offpeak
2025-06-29 12:00:00,81488,3385,after,offpeak
2025-06-29 13:00:00,81534,3524,after,offpeak
2025-06-29 14:00:00,92812,3987,after,offpeak
2025-06-29 15:00:00,88650,3638,after,offpeak
2025-06-29 16:00:00,83274,3518,after,offpeak
2025-06-29 17:00:00,105789,4539,after,offpeak
2025-06-29 18:00:00,88220,3692,after,peak
2025-06-29 19:00:00,68368,2573,after,peak
2025-06-29 20:00:00,79168,2769,after,offpeak
2025-06-29 21:00:00,92662,3569,after,offpeak
2025-06-29 22:00:00,74141,2896,after,offpeak
2025-06-29 23:00:00,52939,1982,after,offpeak
2025-06-30 00:00:00,34285,1328,after,offpeak
2025-06-30 01:00:00,24497,955,after,offpeak
2025-06-30 02:00:00,17373,654,after,offpeak
2025-06-30 03:00:00,13934,469,after,offpeak
2025-06-30 04:00:00,15086,529,after,offpeak
2025-06-30 05:00:00,19657,697,after,offpeak
2025-06-30 06:00:00,64259,2561,after,offpeak
2025-06-30 07:00:00,125231,5630,after,offpeak
2025-06-30 08:00:00,142758,6581,after,peak
2025-06-30 09:00:00,88644,3901,after,peak
2025-06-30 10:00:00,65969,2890,after,offpeak
2025-06-30 11:00:00,79669,3481,after,offpeak
2025-06-30 12:00:00,70795,3173,after,offpeak
2025-06-30 13:00:00,81697,3601,after,offpeak
2025-06-30 14:00:00,83086,3756,after,offpeak
2025-06-30 15:00:00,66962,3014,after,offpeak
2025-06-30 16:00:00,79671,3596,after,offpeak
2025-06-30 17:00:00,73093,3451,after,offpeak
2025-06-30 18:00:00,78598,3640,after,peak
2025-06-30 19:00:00,74446,3100,after,peak
2025-06-30 20:00:00,56474,2156,after,offpeak
2025-06-30 21:00:00,65494,2355,after,offpeak
2025-06-30 22:00:00,70165,2794,after,offpeak
2025-06-30 23:00:00,46202,1764,after,offpeak
